2000,2,2
337,1,5.5494,-0.97964
338,1,1.2519,-6.2266
339,1,-4.2121,-4.1185
340,1,3.2306,-4.5598
341,1,4.3755,-0.79769
342,1,-3.0941,-3.9446
343,1,3.2098,3.658
344,1,4.7918,0.5201
345,1,-0.08718,-4.8981
346,1,4.3559,3.4385
347,1,-1.0767,-6.2112
348,1,4.4159,0.33413
349,1,5.1104,-0.57085
350,1,5.4061,-0.0036407
351,1,3.6975,2.9586
352,1,4.2835,-0.41895
353,1,1.1298,-5.0278
354,1,2.0477,4.6764
355,1,1.8616,-3.7036
356,1,4.4464,2.5504
357,1,4.3031,-1.6147
358,1,5.1656,-3.5252
359,1,-2.0486,-3.8234
360,1,5.3289,0.79813
361,1,6.4343,0.94797
362,1,-3.4253,-2.4689
363,1,4.0852,2.9608
364,1,1.0135,3.1072
365,1,-0.052811,-5.4938
366,1,5.1613,0.4788
367,1,-4.3825,-0.92232
368,1,4.3838,0.99592
369,1,3.0915,-4.3278
370,1,2.5084,-5.058
371,1,2.8717,-2.3114
372,1,4.7316,-2.0959
373,1,4.8142,2.2348
374,1,3.8998,0.27477
375,1,-0.0019971,-4.4019
376,1,-4.7018,-0.92198
377,1,4.1095,-3.7617
378,1,1.4846,-4.1504
379,1,0.20997,-4.2761
380,1,-3.6261,-0.81873
381,1,5.1361,-0.27459
382,1,3.6287,-2.4254
383,1,4.4062,3.3815
384,1,3.5261,4.0833
385,1,1.7001,-4.7541
386,1,1.4569,-4.5811
387,1,-3.6615,-4.4964
388,1,2.5696,-4.6771
389,1,3.6255,2.8844
390,1,-1.0287,-4.5563
391,1,3.5616,3.5395
392,1,5.191,2.9068
393,1,2.0073,3.7174
394,1,4.2032,3.0238
395,1,4.2817,0.81704
396,1,4.7677,-0.21312
397,1,4.4152,-0.17609
398,1,4.5384,2.9303
399,1,0.58874,-5.0695
400,1,3.4291,2.4896
401,1,-0.93385,-5.3842
402,1,-1.9362,-3.6971
403,1,3.6643,-3.4063
404,1,4.8006,-2.8134
405,1,3.3872,-2.752
406,1,-4.193,-3.8906
407,1,3.4436,-3.9682
408,1,4.8935,3.4626
409,1,3.7992,1.8532
410,1,4.4265,2.2439
411,1,5.0502,-0.71191
412,1,3.3834,-0.66572
413,1,2.8667,-4.6723
414,1,3.5408,2.4453
415,1,0.019349,-4.6296
416,1,6.1031,-0.34615
417,1,0.90843,-4.276
418,1,4.8035,-2.7077
419,1,-0.33623,-4.3103
420,1,3.3826,2.2187
421,1,5.0132,2.4284
422,1,5.3853,2.7197
423,1,-4.9117,-1.5776
424,1,-3.6604,-1.6048
425,1,-4.1358,-2.1635
426,1,4.8564,-3.0239
427,1,5.3862,1.5295
428,1,4.6057,-2.3041
429,1,-0.91157,-4.9008
430,1,-3.8669,-4.0993
431,1,-2.904,-4.0862
432,1,-4.0893,-2.3119
433,1,5.1941,1.447
434,1,4.7685,3.4953
435,1,4.4168,2.4458
436,1,4.9989,1.2711
437,1,-0.020151,-4.5863
438,1,4.9788,1.2047
439,1,2.4256,-5.643
440,1,4.2806,2.0419
441,1,2.9376,-4.1828
442,1,3.3477,-2.2387
443,1,-3.6484,-4.0679
444,1,1.7145,4.1543
445,1,4.4707,-1.1313
446,1,3.4604,2.0485
447,1,2.6425,3.543
448,1,-3.406,-4.0603
449,1,5.6304,-2.4879
450,1,2.6378,-3.3237
451,1,2.49,4.5527
452,1,1.7163,-4.0101
453,1,3.3634,-1.57
454,1,2.8288,-5.527
455,1,2.8217,3.2023
456,1,2.8284,4.3291
457,1,3.7498,-3.3201
458,1,-2.874,-4.5201
459,1,0.89587,-4.5985
460,1,3.8554,-3.5624
461,1,4.3073,2.001
462,1,1.4114,-4.8742
463,1,2.4809,4.6078
464,1,-1.5925,-3.8582
465,1,4.314,-1.498
466,1,3.0554,-4.109
467,1,-2.7456,-3.4039
468,1,-1.8818,-5.6612
469,1,-4.8558,-2.0759
470,1,-1.7031,-4.8048
471,1,4.0798,-3.2714
472,1,3.8536,-3.0844
473,1,4.1992,-3.7828
474,1,5.2952,1.6819
475,1,5.6118,-1.4349
476,1,5.0123,3.3453
477,1,4.2254,-5.4781
478,1,4.2976,-2.0672
479,1,3.3475,5.1247
480,1,5.1601,-0.96305
481,1,4.257,4.1122
482,1,2.0743,-5.754
483,1,3.7917,1.4192
484,1,2.1033,-5.1691
485,1,5.1569,-0.31348
486,1,-0.4584,-5.9014
487,1,0.82657,-4.402
488,1,3.7979,4.1824
489,1,3.7772,-2.5291
490,1,2.8526,3.7397
491,1,2.354,3.4837
492,1,2.8138,-4.0745
493,1,4.1402,3.6197
494,1,-0.17856,-4.3281
495,1,2.3702,5.1047
496,1,4.1713,4.2725
497,1,-1.8214,-3.8673
498,1,-1.2764,-4.4153
499,1,6.5806,1.8734
500,1,3.4138,-3.004
501,1,3.5778,-3.1374
502,1,4.4227,2.049
503,1,-2.8568,-3.2265
504,1,5.6494,0.60187
505,1,-4.8156,-2.2678
506,1,-0.20537,-4.6413
507,1,1.7216,-5.2493
508,1,3.3673,-3.2381
509,1,-0.90592,-5.203
510,1,5.579,0.78985
511,1,4.5406,4.0884
512,1,5.5996,-1.1924
513,1,4.1158,4.2144
514,1,4.7763,-1.5388
515,1,-4.6308,-1.5955
516,1,1.7735,-6.3516
517,1,2.4746,-3.6859
518,1,3.6918,-2.7221
519,1,4.9696,-2.039
520,1,5.2547,-0.28699
521,1,-3.8739,-2.7664
522,1,4.8969,-2.1233
523,1,1.0201,-5.7385
524,1,2.7493,3.181
525,1,4.7785,1.1823
526,1,3.5421,3.1201
527,1,4.0129,4.1246
528,1,3.749,2.7363
529,1,2.9254,-3.016
530,1,4.0663,2.0849
531,1,1.65,-4.7645
532,1,0.8483,-5.2339
533,1,-3.9165,-3.2488
534,1,0.10363,-3.1728
535,1,-3.5767,-2.7575
536,1,4.3339,1.3976
537,1,4.898,3.0477
538,1,-3.4606,-3.6649
539,1,-3.6087,-3.8387
540,1,3.3081,-2.669
541,1,4.6493,3.6822
542,1,4.5612,3.9483
543,1,1.9478,5.6058
544,1,-1.9382,-5.0829
545,1,-2.556,-4.5788
546,1,-4.5146,-1.9819
547,1,5.1728,-1.5087
548,1,5.2344,-2.8121
549,1,1.5401,-4.673
550,1,1.5909,-4.6211
551,1,-3.2904,-1.7037
552,1,2.1797,-5.387
553,1,-5.1582,-3.187
554,1,-3.1405,-3.0639
555,1,-5.0316,-2.449
556,1,3.9653,0.56503
557,1,-3.1475,-2.9781
558,1,2.7004,4.3834
559,1,-2.004,-3.5348
560,1,4.0322,2.655
561,1,-3.4836,-4.4679
562,1,1.4673,-5.0889
563,1,2.1535,-4.4921
564,1,4.3785,-3.0191
565,1,2.8159,-3.4902
566,1,3.1406,-4.8815
567,1,0.41706,-4.5228
568,1,2.9045,-3.8055
569,1,5.2192,0.95855
570,1,5.1492,-1.9933
571,1,1.0944,-5.0719
572,1,3.8439,-4.1631
573,1,4.5638,3.6227
574,1,-2.5323,-5.3603
575,1,-2.6815,-4.8478
576,1,4.0135,-0.7356
577,1,4.1743,1.6989
578,1,-2.6874,-4.7919
579,1,4.519,-0.76044
580,1,5.897,-0.6969
581,1,-3.5719,-5.399
582,1,-1.5849,-5.8744
583,1,4.8659,1.8727
584,1,-4.0283,-3.2378
585,1,3.0653,3.2605
586,1,-2.4295,-4.4381
587,1,-1.9797,-3.2383
588,1,4.6951,-2.1679
589,1,2.7388,2.5711
590,1,2.5502,4.0577
591,1,2.8335,2.4829
592,1,-0.75287,-4.3075
593,1,2.1188,-2.2943
594,1,2.2849,-4.1407
595,1,-3.5513,-3.3398
596,1,3.809,1.5076
597,1,3.4852,3.4907
598,1,3.5679,-2.6216
599,1,4.8416,0.4056
600,1,5.9106,1.763
601,1,5.3655,0.75278
602,1,3.4398,3.1907
603,1,3.3983,1.9706
604,1,6.1478,-2.0949
605,1,-4.5001,-1.7739
606,1,-3.1627,-4.1616
607,1,-1.4081,-4.7111
608,1,1.9793,-4.3474
609,1,5.0836,0.92872
610,1,4.9903,0.7296
611,1,3.2366,4.0289
612,1,-3.1471,-5.4234
613,1,0.47335,-3.8087
614,1,-1.6812,-5.76
615,1,4.6749,0.13062
616,1,-1.0179,-4.6391
617,1,3.7905,-3.1193
618,1,4.872,2.103
619,1,-2.658,-3.1748
620,1,3.9686,2.1951
621,1,4.303,0.80576
622,1,5.84,-0.25733
623,1,-2.9986,-2.6577
624,1,5.4318,2.2029
625,1,-0.49342,-5.3424
626,1,-1.6976,-5.111
627,1,-1.6951,-5.0769
628,1,-1.2969,-4.3256
629,1,-0.10111,-5.1516
630,1,-2.2669,-3.3614
631,1,4.7998,-1.1469
632,1,-3.7777,-4.6168
633,1,2.3861,-3.3538
634,1,-3.1008,-3.0879
635,1,-4.9451,-2.9573
636,1,-1.6397,-4.4155
637,1,5.1373,-2.3497
638,1,2.6998,-3.3358
639,1,3.3262,-4.9757
640,1,1.3314,-4.6609
641,1,5.396,2.6356
642,1,3.5909,-4.6015
643,1,3.5059,-3.6478
644,1,-2.4444,-4.8102
645,1,1.8668,-5.0278
646,1,3.7863,2.4624
647,1,3.9647,3.1201
648,1,0.66155,-5.2053
649,1,3.2379,0.99775
650,1,4.4428,-3.8305
651,1,-1.917,-5.5791
652,1,1.1918,-5.6148
653,1,4.2367,0.11192
654,1,-2.6562,-4.4781
655,1,6.0295,-1.5772
656,1,3.8066,3.3765
657,1,-0.15068,-4.648
658,1,0.14696,-5.8569
659,1,4.2582,3.6333
660,1,-1.4706,-4.2577
661,1,4.4735,3.2905
662,1,-4.0267,-3.7631
663,1,-2.4865,-2.8607
664,1,2.7921,-4.8195
665,1,-4.0173,-4.5268
666,1,3.9915,1.3866
667,1,5.7413,0.99456
668,1,3.7615,2.3593
669,1,1.1572,-4.8236
670,1,5.4922,0.13272
671,1,-0.68766,-5.6889
672,1,3.7161,-4.0581
673,1,3.9281,-1.8825
674,1,-4.8277,-3.2971
675,1,-2.7722,-4.2821
676,1,3.1325,-3.4194
677,1,3.4298,3.3655
678,1,3.3798,3.1832
679,1,-0.41591,-4.395
680,1,-0.91815,-6.1341
681,1,-5.7965,-2.6401
682,1,-4.1789,-2.5005
683,1,4.9904,-2.0445
684,1,4.03,2.6641
685,1,3.3905,-1.2367
686,1,-3.6534,-3.6562
687,1,3.666,-5.4839
688,1,0.59839,-4.8837
689,1,-3.5187,-2.6644
690,1,5.8078,0.90484
691,1,4.8313,-0.026638
692,1,5.2473,0.79604
693,1,-4.1371,-1.6796
694,1,-2.191,-4.217
695,1,-3.436,-1.4861
696,1,4.1713,1.855
697,1,-1.9391,-4.283
698,1,4.24,-0.47044
699,1,1.5138,-4.2739
700,1,5.0201,0.66823
701,1,-0.70119,-5.6924
702,1,5.1631,-0.072209
703,1,1.1766,-4.5957
704,1,-2.0955,-4.3188
705,1,2.7445,4.4597
706,1,-3.7717,-3.246
707,1,3.4991,4.1768
708,1,4.8236,3.1177
709,1,2.1807,-5.1698
710,1,6.0226,-1.1075
711,1,-4.2675,-1.5802
712,1,0.84508,-5.0527
713,1,-4.4559,-2.4456
714,1,4.092,3.2477
715,1,2.9246,1.6471
716,1,-4.3906,-3.8676
717,1,-0.55825,-4.7548
718,1,2.6844,4.2476
719,1,2.6598,3.5678
720,1,4.6325,2.8759
721,1,4.0439,0.060046
722,1,-2.6387,-3.254
723,1,3.1682,2.9052
724,1,2.4226,-4.9461
725,1,-3.9579,-4.0851
726,1,-3.7968,-1.6395
727,1,-3.5275,-4.479
728,1,4.2404,4.1283
729,1,4.709,-3.7087
730,1,4.6459,0.11584
731,1,5.5674,-2.7389
732,1,-4.4803,-3.5993
733,1,5.6212,-0.15782
734,1,3.0291,-4.9935
735,1,-1.7803,-4.5576
736,1,0.12119,-6.199
737,1,-4.4943,-2.877
738,1,1.8844,4.0586
739,1,-3.4472,-5.1899
740,1,2.5656,5.1091
741,1,-1.8139,-5.3301
742,1,-0.22618,-5.9136
743,1,5.2004,2.7594
744,1,-3.0781,-4.6113
745,1,4.5006,3.6369
746,1,-4.5286,-3.7801
747,1,4.323,2.4454
748,1,0.56468,-5.5323
749,1,0.85613,-6.1414
750,1,5.3169,2.5231
751,1,5.0397,-0.014328
752,1,4.1381,1.6602
753,1,-2.9404,-1.1871
754,1,1.5584,-3.7663
755,1,-3.5938,-2.0462
756,1,4.1094,2.0926
757,1,1.8601,-4.5944
758,1,-1.5363,-5.7323
759,1,5.7248,-1.351
760,1,-2.6515,-3.8953
761,1,4.7465,2.7882
762,1,5.3055,2.047
763,1,5.0945,-0.28987
764,1,4.8094,2.1974
765,1,5.5255,-0.86407
766,1,-4.6228,-1.9698
767,1,1.8326,-4.2614
768,1,2.4603,-4.3269
769,1,3.3913,-4.0859
770,1,5.0912,-2.5671
771,1,1.5977,-4.781
772,1,-3.1106,-4.2318
773,1,3.444,-2.8305
774,1,4.0259,3.1293
775,1,-4.6302,-2.5313
776,1,1.6606,3.9855
777,1,0.36732,-5.0031
778,1,-1.382,-3.5235
779,1,2.6451,3.6709
780,1,-0.028152,-4.2846
781,1,-5.0983,-2.3358
782,1,3.1079,-4.2728
783,1,3.5832,-3.3907
784,1,-1.8993,-3.9429
785,1,5.3212,1.0725
786,1,-5.3577,-1.0892
787,1,-5.6057,-2.8188
788,1,3.169,-4.6044
789,1,-3.018,-3.1148
790,1,4.2875,1.3354
791,1,3.376,-3.886
792,1,-4.3481,-2.1811
793,1,0.71834,-4.2234
794,1,3.3156,-2.2074
795,1,-2.5418,-4.4798
796,1,3.9379,-1.6352
797,1,3.5591,-1.9442
798,1,4.8325,-2.8811
799,1,4.771,0.55082
800,1,-2.4264,-3.8401
801,1,-3.4782,-3.1499
802,1,5.79,-0.88715
803,1,-3.9572,-2.4246
804,1,5.1267,-0.38084
805,1,-4.2239,-3.2162
806,1,3.3382,2.9064
807,1,-3.2515,-0.88208
808,1,-3.1463,-3.5549
809,1,3.763,-3.0841
810,1,1.3488,4.7912
811,1,-0.86881,-4.6306
812,1,5.6837,0.04253
813,1,-3.3706,-5.7584
814,1,5.1587,-2.1308
815,1,2.2564,-5.749
816,1,5.6834,-2.7409
817,1,0.29397,-5.1798
818,1,5.0705,-0.37822
819,1,-4.1204,-3.5083
820,1,-2.899,-4.7055
821,1,-1.3258,-4.6301
822,1,6.3552,-0.27312
823,1,-3.97,-4.1696
824,1,3.968,-1.2873
825,1,-1.9702,-5.3975
826,1,-2.3074,-3.5733
827,1,-4.8431,-1.6423
828,1,1.7981,3.7897
829,1,4.2659,2.4706
830,1,3.981,-4.3711
831,1,-1.6014,-4.1459
832,1,5.1286,-1.7892
833,1,3.6151,3.5005
834,1,-3.9871,-3.8352
835,1,4.4588,2.0736
836,1,1.5724,-5.5874
837,1,-1.8914,-5.104
838,1,4.6541,0.88891
839,1,-4.4342,-1.2734
840,1,3.2638,-2.3781
841,1,5.1527,1.4636
842,1,3.5759,2.3698
843,1,0.69964,-4.9766
844,1,-3.3806,-5.43
845,1,-0.8825,-4.9547
846,1,5.0019,2.0573
847,1,-4.7655,-1.8319
848,1,3.435,3.3642
849,1,4.7223,-0.7879
850,1,0.26385,-5.407
851,1,2.6709,4.6692
852,1,3.8743,4.449
853,1,3.1688,-3.7105
854,1,1.375,-5.695
855,1,4.67,0.89209
856,1,-0.47746,-4.4314
857,1,2.9809,-5.1435
858,1,3.7739,-3.7868
859,1,-1.039,-5.3765
860,1,4.1806,-2.1545
861,1,1.5078,-4.7474
862,1,4.4524,0.29104
863,1,3.6011,3.687
864,1,0.66187,-4.9897
865,1,1.3657,3.7181
866,1,3.0538,-1.9208
867,1,3.3389,4.5352
868,1,5.1001,0.44588
869,1,4.8056,1.1697
870,1,-0.15574,-6.0825
871,1,-0.69238,-4.6076
872,1,-2.2288,-3.8152
873,1,4.8365,-1.3749
874,1,3.337,-4.7623
875,1,4.8231,-1.2888
876,1,-3.763,-3.9725
877,1,3.7749,-3.4803
878,1,4.6857,4.7428
879,1,-2.8527,-4.3748
880,1,3.6601,3.5569
881,1,4.9648,0.7548
882,1,5.9186,1.0848
883,1,5.7938,0.16846
884,1,5.1998,0.45172
885,1,0.45788,-6.0845
886,1,2.5413,-5.0117
887,1,-4.8937,-2.2609
888,1,4.187,-0.23604
889,1,3.7451,-3.2926
890,1,4.5276,-2.9331
891,1,-3.0463,-2.5795
892,1,1.4437,-3.6556
893,1,3.977,-1.9928
894,1,4.2578,-1.6085
895,1,-4.3119,-2.2869
896,1,1.991,-4.8029
897,1,5.1365,-3.368
898,1,2.848,-3.8711
899,1,-4.72,-1.975
900,1,-1.2005,-4.8338
901,1,1.7682,4.0945
902,1,5.3908,-1.0837
903,1,-1.0776,-5.1226
904,1,5.3046,3.069
905,1,5.4,-0.54918
906,1,5.2316,1.9415
907,1,2.7372,4.909
908,1,6.2361,2.1303
909,1,4.8288,-2.6056
910,1,1.1009,-6.1036
911,1,4.3447,-3.0827
912,1,3.2038,2.8796
913,1,-2.1412,-4.5304
914,1,2.9252,2.9627
915,1,3.9609,2.4274
916,1,-2.0144,-4.0641
917,1,1.1722,-5.696
918,1,3.9784,-3.4467
919,1,2.7328,-4.7848
920,1,-3.4099,-4.5658
921,1,2.0177,2.9946
922,1,2.3692,-3.7651
923,1,4.4838,-1.51
924,1,3.0817,3.8639
925,1,-0.37202,-3.8091
926,1,-0.38051,-5.596
927,1,0.84638,-4.6439
928,1,3.4316,2.7094
929,1,4.901,-1.6037
930,1,-3.1069,-5.2181
931,1,0.25065,-4.2685
932,1,4.1116,0.74186
933,1,3.1867,3.9965
934,1,3.9559,0.22482
935,1,-1.3971,-5.0843
936,1,4.0498,-2.3085
937,1,-4.2398,-2.7714
938,1,2.7529,4.0184
939,1,2.1175,4.8523
940,1,1.8436,-6.5237
941,1,5.2442,1.2147
942,1,-1.2311,-5.2626
